text,stress_level,stress_score,age,gender
I'm sleeping well and feeling energized. Seeking help.,Low,1.7135149011132977,28,Other
I have severe anxiety and depression that won't go away. Seeking help.,Critical,96.4777939411729,29,M
I feel good and relaxed today. I don't know what to do.,Low,22.800166348862955,40,Other
I'm having constant panic attacks and can't function. I don't know what to do.,Critical,98.36359701788788,68,M
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,78.79715430841576,61,Other
Everything is going well at work. I don't know what to do.,Low,28.956289156372055,56,F
The stress is overwhelming and affecting my health. I don't know what to do.,High,57.804743414228234,28,F
Sometimes I feel stressed but it's manageable. Need advice.,Moderate,34.64449381802686,36,F
I feel good and relaxed today.,Low,11.106965570537302,61,Other
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,79.57033471348065,24,F
I feel somewhat anxious about upcoming deadlines. Need advice.,Moderate,48.06496210190261,25,F
I feel worried about several things.,Moderate,39.712937306685546,62,M
I have severe anxiety and depression that won't go away.,Critical,94.11627375962183,23,F
I'm having constant panic attacks and can't function.,Critical,83.20400180884019,63,Other
The stress is overwhelming and affecting my health. How can I improve this?,High,57.65117915571929,20,Other
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,86.13523802764468,56,F
I feel completely helpless and don't know what to do. Need advice.,Critical,98.64374255564826,24,M
I'm having constant panic attacks and can't function. How can I improve this?,Critical,93.54944323784964,52,Other
I can't cope with the pressure anymore. Need advice.,High,51.34086978802077,18,Other
Work is balanced and I have time for hobbies.,Low,11.501914231747769,28,F
I'm constantly worried and can't focus on anything. Seeking help.,High,60.04482837773561,58,Other
The stress is overwhelming and affecting my health. Need advice.,High,69.8265757092664,69,Other
I feel calm and peaceful. Seeking help.,Low,14.063696415203728,48,Other
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,77.81476166322986,31,F
I'm sleeping well and feeling energized. I don't know what to do.,Low,10.493881854227759,53,Other
I'm having trouble sleeping occasionally. Seeking help.,Moderate,42.59256689877185,58,F
I'm having constant panic attacks and can't function. How can I improve this?,Critical,78.4813517696176,66,M
Everything is falling apart and I can't handle it anymore.,Critical,81.39097734488404,46,F
Work is balanced and I have time for hobbies. Seeking help.,Low,26.397438801810434,42,F
I'm enjoying my daily routine.,Low,7.49918672606489,54,F
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,85.37864134981865,39,Other
I have severe anxiety and depression that won't go away.,Critical,91.21867784737546,60,M
I feel a bit overwhelmed with responsibilities. Seeking help.,Moderate,45.0422866539395,56,F
I feel very anxious and unable to sleep because of work pressure. Seeking help.,High,74.89336130128308,22,Other
I feel good and relaxed today.,Low,12.560854299830526,19,M
I'm having panic attacks and anxiety episodes. I don't know what to do.,High,71.09698528077323,46,F
I feel very anxious and unable to sleep because of work pressure.,High,68.10072971932303,50,M
I feel calm and peaceful. Need advice.,Low,7.2652395104241165,60,Other
I feel exhausted and depressed all the time. How can I improve this?,High,55.862486941852346,23,F
Work is balanced and I have time for hobbies.,Low,22.507823822619464,30,F
I feel somewhat anxious about upcoming deadlines. Seeking help.,Moderate,38.88366813756733,59,M
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,75.24776738727884,51,F
Work is balanced and I have time for hobbies. I don't know what to do.,Low,14.496962276263055,24,F
I feel good and relaxed today.,Low,26.595075799257078,69,F
Life has been pretty manageable lately.,Low,16.039827692265714,64,F
I'm enjoying my daily routine. How can I improve this?,Low,0.548252091705187,41,Other
I feel good and relaxed today.,Low,28.541905859373184,41,Other
I'm sleeping well and feeling energized. How can I improve this?,Low,16.666487096568595,52,F
I'm tired from work pressure. Seeking help.,Moderate,49.549925164177864,68,M
I feel very anxious and unable to sleep because of work pressure. I don't know what to do.,High,73.83507198455237,34,F
I feel somewhat anxious about upcoming deadlines. Need advice.,Moderate,46.886297283047654,36,M
I'm enjoying my daily routine.,Low,22.82657933014529,69,M
I can't cope with the pressure anymore.,High,54.29691280339811,44,M
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,86.00177687666246,33,M
I feel completely helpless and don't know what to do. Need advice.,Critical,75.35953089960383,40,Other
Work is balanced and I have time for hobbies. I don't know what to do.,Low,15.111251612522121,63,M
I'm tired from work pressure. Need advice.,Moderate,38.90905859468576,19,F
I feel good and relaxed today.,Low,15.100353918184622,37,M
Life has been pretty manageable lately. Need advice.,Low,12.04492831694629,35,F
I feel a bit overwhelmed with responsibilities. Seeking help.,Moderate,49.01637319832863,24,Other
I have severe anxiety and depression that won't go away. How can I improve this?,Critical,93.36771425662565,62,Other
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,44.119124731600145,50,Other
My mind keeps racing and I feel trapped. I don't know what to do.,High,69.38086347247639,52,Other
I can't cope with the pressure anymore.,High,53.650525482424065,58,Other
I'm constantly worried and can't focus on anything. I don't know what to do.,High,65.63583625416484,60,Other
I'm having constant panic attacks and can't function. I don't know what to do.,Critical,82.84257811892891,24,F
I feel exhausted and depressed all the time. How can I improve this?,High,63.79840902651166,34,M
Work is balanced and I have time for hobbies. Need advice.,Low,19.732961498178,29,M
I'm having panic attacks and anxiety episodes.,High,70.59994129699946,63,Other
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,84.45561288108362,24,M
I feel a bit overwhelmed with responsibilities. I don't know what to do.,Moderate,38.24732974549362,50,Other
Life has been pretty manageable lately. Seeking help.,Low,10.811821201623337,55,M
I'm sleeping well and feeling energized.,Low,8.939317064875313,41,M
I can't sleep at all and feel like I'm falling apart.,Critical,81.13876564861228,21,M
Everything is going well at work. I don't know what to do.,Low,28.97496959154998,28,M
Everything feels hopeless and I'm struggling daily. I don't know what to do.,High,57.05919797606641,62,M
I feel calm and peaceful. I don't know what to do.,Low,27.494674533465428,34,M
I'm having constant panic attacks and can't function. I don't know what to do.,Critical,83.47058706057018,37,Other
I can't sleep at all and feel like I'm falling apart. Need advice.,Critical,82.85109517296081,32,M
I have severe anxiety and depression that won't go away.,Critical,97.98020077634312,43,F
I feel somewhat anxious about upcoming deadlines. Seeking help.,Moderate,38.897048656550815,20,F
I feel completely helpless and don't know what to do.,Critical,89.22388708204628,29,M
I'm having trouble sleeping occasionally. I don't know what to do.,Moderate,38.6738866264076,52,M
I'm having panic attacks and anxiety episodes. Seeking help.,High,68.54068218629722,18,M
I'm sleeping well and feeling energized. I don't know what to do.,Low,20.212686893522694,25,M
I'm tired from work pressure.,Moderate,42.69488282208059,31,Other
I'm sleeping well and feeling energized. I don't know what to do.,Low,8.757335204934218,62,Other
I feel calm and peaceful. Need advice.,Low,21.453750594506637,19,F
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,97.44888040462548,50,M
I'm having panic attacks and anxiety episodes. I don't know what to do.,High,61.168161717566015,38,F
Work is balanced and I have time for hobbies.,Low,7.270610854102869,65,F
I'm enjoying my daily routine. How can I improve this?,Low,28.16143906122105,57,F
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,89.33908200066774,61,M
I can't cope with the pressure anymore. I don't know what to do.,High,72.43493295803965,29,Other
I can't cope with the pressure anymore. Need advice.,High,59.840888006936055,23,Other
I'm having constant panic attacks and can't function. Need advice.,Critical,94.41996093021577,22,Other
I'm having trouble sleeping occasionally. Seeking help.,Moderate,33.309995493273114,54,M
I can't cope with the pressure anymore. I don't know what to do.,High,57.16184344361459,38,M
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,96.44837284993322,52,Other
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,92.40481125752724,63,F
Everything is going well at work. Need advice.,Low,3.041395274095906,48,Other
I feel a bit overwhelmed with responsibilities. Seeking help.,Moderate,42.01166393974272,51,F
I feel very anxious and unable to sleep because of work pressure. Seeking help.,High,74.24547161584462,36,F
Everything is going well at work. Seeking help.,Low,17.751509066772012,68,Other
Everything feels hopeless and I'm struggling daily. I don't know what to do.,High,56.2204756754983,25,F
Sometimes I feel stressed but it's manageable. Seeking help.,Moderate,44.56024515592395,37,M
Sometimes I feel stressed but it's manageable. I don't know what to do.,Moderate,43.16614879012124,38,F
I'm constantly worried and can't focus on anything. How can I improve this?,High,51.742985645843234,41,Other
I feel very anxious and unable to sleep because of work pressure. Seeking help.,High,68.11740635654562,61,F
I feel a bit overwhelmed with responsibilities.,Moderate,30.818678887486907,68,F
I'm enjoying my daily routine. Seeking help.,Low,2.56209090488165,23,M
I feel a bit overwhelmed with responsibilities. Need advice.,Moderate,39.66996170213608,35,M
I feel worried about several things. Need advice.,Moderate,34.7963990441318,27,F
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,76.5486629644747,42,Other
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,76.31859880405544,48,Other
Sometimes I feel stressed but it's manageable.,Moderate,35.01780633068209,54,F
The stress is overwhelming and affecting my health. I don't know what to do.,High,64.44032701592835,63,F
Sometimes I feel stressed but it's manageable. Seeking help.,Moderate,47.69615894061302,27,Other
I feel completely helpless and don't know what to do. I don't know what to do.,Critical,96.71392570623652,53,M
My mind keeps racing and I feel trapped. I don't know what to do.,High,62.930235692338236,36,F
I'm having trouble sleeping occasionally. Need advice.,Moderate,34.02927842107066,33,M
Everything is going well at work. I don't know what to do.,Low,1.6867288455291674,65,M
I'm sleeping well and feeling energized. Seeking help.,Low,7.492325376880657,20,F
I'm constantly worried and can't focus on anything. How can I improve this?,High,62.8685548439195,19,Other
I'm constantly worried and can't focus on anything. How can I improve this?,High,59.42465418217104,19,Other
I'm constantly worried and can't focus on anything. How can I improve this?,High,71.27379748517001,33,Other
I feel exhausted and depressed all the time. Seeking help.,High,70.05095675707172,30,M
I feel calm and peaceful. Seeking help.,Low,18.705159337420117,63,F
The stress is unbearable and I need immediate help. How can I improve this?,Critical,91.90995922275015,38,F
I'm having trouble sleeping occasionally. Seeking help.,Moderate,43.91589933881491,54,Other
Sometimes I feel stressed but it's manageable. Need advice.,Moderate,32.95916668218812,56,M
I'm sleeping well and feeling energized. How can I improve this?,Low,23.071833994791728,57,Other
I feel good and relaxed today. I don't know what to do.,Low,0.2633163584378839,54,M
I feel calm and peaceful. How can I improve this?,Low,12.090939338482098,45,Other
I'm sleeping well and feeling energized. I don't know what to do.,Low,5.607942883243408,62,F
Work has been a bit overwhelming lately. Seeking help.,Moderate,38.572885584170635,50,Other
My mind keeps racing and I feel trapped. Need advice.,High,73.09162093874131,27,Other
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,82.75767789479244,36,F
I feel worried about several things. I don't know what to do.,Moderate,49.09107684835,33,M
Work has been a bit overwhelming lately. Need advice.,Moderate,46.036803369056116,26,M
I feel completely helpless and don't know what to do.,Critical,98.69215442660699,51,M
I can't cope with the pressure anymore. Seeking help.,High,65.20528441916116,67,Other
I feel worried about several things. I don't know what to do.,Moderate,34.60773278771779,59,M
Everything is going well at work. Need advice.,Low,3.547151774164216,44,Other
I'm having panic attacks and anxiety episodes.,High,53.79357282382631,55,Other
I feel somewhat anxious about upcoming deadlines. How can I improve this?,Moderate,35.646276684214406,24,Other
Work is balanced and I have time for hobbies. Need advice.,Low,23.921830737233357,60,F
I can't sleep at all and feel like I'm falling apart.,Critical,92.93154689664391,64,M
The stress is unbearable and I need immediate help. How can I improve this?,Critical,98.47192437855682,47,Other
I'm having panic attacks and anxiety episodes. I don't know what to do.,High,71.5910263104289,66,Other
I feel calm and peaceful. I don't know what to do.,Low,26.332482145878746,40,F
Everything feels hopeless and I'm struggling daily. Seeking help.,High,70.56757304293016,38,Other
I can't cope with the pressure anymore. Seeking help.,High,71.44644458793722,35,F
I feel calm and peaceful. Need advice.,Low,21.461430515359655,62,Other
Life has been pretty manageable lately. I don't know what to do.,Low,9.981884295311373,19,M
Everything is going well at work. Seeking help.,Low,9.876918460241836,27,F
I feel exhausted and depressed all the time. Seeking help.,High,67.64038261960732,25,M
Everything feels hopeless and I'm struggling daily. Seeking help.,High,65.89776914274346,66,M
Everything is going well at work. How can I improve this?,Low,4.0330028210865,57,F
I'm having trouble sleeping occasionally.,Moderate,45.670030051758175,30,F
I'm having panic attacks and anxiety episodes.,High,60.82099802642931,53,F
I feel a bit overwhelmed with responsibilities.,Moderate,47.74849070740721,24,F
I feel worried about several things. How can I improve this?,Moderate,48.53815124291728,37,F
I feel worried about several things. Seeking help.,Moderate,35.25441887122606,35,Other
Sometimes I feel stressed but it's manageable.,Moderate,46.47291189506181,18,M
Life has been pretty manageable lately. Need advice.,Low,11.768011245706413,42,Other
Sometimes I feel stressed but it's manageable. How can I improve this?,Moderate,35.17584816729048,61,M
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,83.37195725342463,66,Other
I'm having constant panic attacks and can't function. Need advice.,Critical,95.2670892584398,24,F
Everything is going well at work.,Low,28.271143184052438,34,Other
I feel a bit overwhelmed with responsibilities. Need advice.,Moderate,43.7667682309313,34,M
I'm having constant panic attacks and can't function.,Critical,98.89607867937909,56,M
I feel good and relaxed today. How can I improve this?,Low,25.59951559999758,21,M
I'm enjoying my daily routine. Seeking help.,Low,3.1126903060756916,35,F
The stress is unbearable and I need immediate help. Need advice.,Critical,78.33317040856438,52,Other
I feel a bit overwhelmed with responsibilities.,Moderate,30.57888633486734,32,M
The stress is overwhelming and affecting my health. How can I improve this?,High,58.55173586643888,37,M
Life has been pretty manageable lately. Need advice.,Low,15.135087721645073,49,F
I'm sleeping well and feeling energized. Need advice.,Low,13.365534434794835,45,F
I feel very anxious and unable to sleep because of work pressure. How can I improve this?,High,64.2301615782357,25,F
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,84.30108919530518,55,Other
I'm having trouble sleeping occasionally. Need advice.,Moderate,44.36335895121027,52,F
I feel calm and peaceful. How can I improve this?,Low,20.70369353046024,42,F
I'm having panic attacks and anxiety episodes. How can I improve this?,High,56.669301590598096,55,Other
I feel good and relaxed today.,Low,10.604195761821618,48,F
Work has been a bit overwhelming lately. How can I improve this?,Moderate,30.135930971722235,29,Other
Work has been a bit overwhelming lately. How can I improve this?,Moderate,40.44993617781177,34,Other
Everything feels hopeless and I'm struggling daily. Need advice.,High,71.2486623986297,56,Other
Everything is going well at work. I don't know what to do.,Low,17.884279486496908,68,F
I feel a bit overwhelmed with responsibilities. I don't know what to do.,Moderate,30.607076110660085,54,F
I'm having trouble sleeping occasionally. I don't know what to do.,Moderate,32.67556289987936,68,Other
Life has been pretty manageable lately. Seeking help.,Low,10.43467042299138,19,F
I feel somewhat anxious about upcoming deadlines. Need advice.,Moderate,35.42284506761176,22,F
Life has been pretty manageable lately. How can I improve this?,Low,11.000366391089443,41,Other
I feel worried about several things. Need advice.,Moderate,34.8331784163837,48,M
The stress is unbearable and I need immediate help. Seeking help.,Critical,93.66508011610509,44,F
My mind keeps racing and I feel trapped.,High,55.81010115536033,58,F
I feel calm and peaceful. How can I improve this?,Low,6.7751889667017595,60,Other
I feel completely helpless and don't know what to do. Need advice.,Critical,95.29067536112134,29,M
Everything feels hopeless and I'm struggling daily.,High,51.31435994527508,62,M
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,84.91973313536461,52,Other
Work has been a bit overwhelming lately. Seeking help.,Moderate,41.58626805576922,27,F
The stress is overwhelming and affecting my health. Need advice.,High,51.2791376611369,62,Other
I'm tired from work pressure. How can I improve this?,Moderate,33.635271955223885,51,F
I feel worried about several things.,Moderate,32.66568516164347,62,Other
Work is balanced and I have time for hobbies. I don't know what to do.,Low,3.186414827653686,39,M
I feel somewhat anxious about upcoming deadlines. Seeking help.,Moderate,46.68649591498797,66,M
I feel a bit overwhelmed with responsibilities. I don't know what to do.,Moderate,35.03613532101763,55,F
I'm sleeping well and feeling energized. I don't know what to do.,Low,14.975593527999914,32,F
I feel worried about several things.,Moderate,45.900230738569405,33,F
I'm constantly worried and can't focus on anything. Seeking help.,High,71.92818904746254,58,Other
The stress is unbearable and I need immediate help. Seeking help.,Critical,96.69998979737724,37,M
Everything is going well at work. I don't know what to do.,Low,18.645561721021455,24,F
I feel completely helpless and don't know what to do. How can I improve this?,Critical,84.62645139297405,51,M
I have severe anxiety and depression that won't go away. Need advice.,Critical,87.67499050358369,26,M
I have severe anxiety and depression that won't go away. How can I improve this?,Critical,83.52404934107471,20,M
I can't sleep at all and feel like I'm falling apart. Need advice.,Critical,99.95499769164044,44,M
Everything is falling apart and I can't handle it anymore. Need advice.,Critical,99.39004797891631,53,Other
The stress is overwhelming and affecting my health. Need advice.,High,66.18355335932728,52,Other
I feel somewhat anxious about upcoming deadlines. How can I improve this?,Moderate,48.23637139078894,20,Other
Work has been a bit overwhelming lately. Seeking help.,Moderate,31.284771517142516,27,M
I have severe anxiety and depression that won't go away. Seeking help.,Critical,86.7256234929471,48,F
I feel worried about several things.,Moderate,40.506365289014425,64,F
I feel completely helpless and don't know what to do. I don't know what to do.,Critical,86.9466838728284,38,M
Everything feels hopeless and I'm struggling daily. Seeking help.,High,56.70358074029802,32,Other
Life has been pretty manageable lately. Seeking help.,Low,4.190771178088159,33,Other
Work has been a bit overwhelming lately. I don't know what to do.,Moderate,43.41530050886071,55,F
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,88.7642658635341,25,Other
I can't cope with the pressure anymore. How can I improve this?,High,69.00087254507935,25,F
I'm constantly worried and can't focus on anything.,High,58.559878082396494,32,F
I'm having constant panic attacks and can't function. How can I improve this?,Critical,93.18630978215302,37,M
I'm sleeping well and feeling energized.,Low,28.433881980433714,57,M
I feel calm and peaceful. Seeking help.,Low,3.284729176633865,50,M
I feel a bit overwhelmed with responsibilities. Seeking help.,Moderate,49.89549909147812,43,M
The stress is overwhelming and affecting my health. Seeking help.,High,70.95999095230475,22,F
I feel calm and peaceful. I don't know what to do.,Low,8.513938291246475,63,F
I can't cope with the pressure anymore. I don't know what to do.,High,65.49369636228914,59,M
I'm enjoying my daily routine. I don't know what to do.,Low,18.067689071317716,23,M
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,91.50970630989563,29,F
Everything feels hopeless and I'm struggling daily. How can I improve this?,High,73.75767534340453,18,M
I feel somewhat anxious about upcoming deadlines. Seeking help.,Moderate,30.660238718006546,47,M
I'm sleeping well and feeling energized. How can I improve this?,Low,23.237162495230947,62,F
I feel a bit overwhelmed with responsibilities. How can I improve this?,Moderate,48.42287760361684,53,Other
I'm having panic attacks and anxiety episodes.,High,72.37691397904612,51,Other
I have severe anxiety and depression that won't go away. Need advice.,Critical,82.73656441115456,22,Other
I'm enjoying my daily routine.,Low,8.767468702181636,59,F
The stress is overwhelming and affecting my health. How can I improve this?,High,61.44512331398016,24,M
I'm having constant panic attacks and can't function. I don't know what to do.,Critical,98.68249998550168,58,Other
I feel calm and peaceful. Seeking help.,Low,16.370059949059044,53,M
I'm having trouble sleeping occasionally. How can I improve this?,Moderate,36.07470092450199,42,F
I can't cope with the pressure anymore. Need advice.,High,53.53458885540851,62,M
I feel calm and peaceful. How can I improve this?,Low,2.6034886219497144,35,F
Everything is going well at work. Seeking help.,Low,16.118270210041143,53,Other
Life has been pretty manageable lately. Seeking help.,Low,1.1701926228845438,34,Other
Work is balanced and I have time for hobbies. Seeking help.,Low,29.748730288836846,19,F
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,49.71201467905601,64,Other
I feel completely helpless and don't know what to do. Need advice.,Critical,80.59031549481662,54,F
I feel worried about several things. How can I improve this?,Moderate,39.78477722855549,52,M
I have severe anxiety and depression that won't go away. Need advice.,Critical,86.23186367391625,34,M
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,90.60283550114136,53,F
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,30.074048136648337,31,M
Work has been a bit overwhelming lately. Seeking help.,Moderate,30.562430125558475,21,F
I feel somewhat anxious about upcoming deadlines. Need advice.,Moderate,46.460071488938695,31,Other
I'm tired from work pressure. Seeking help.,Moderate,33.47921775392451,59,F
The stress is unbearable and I need immediate help.,Critical,95.49192506951148,55,M
I'm tired from work pressure. How can I improve this?,Moderate,43.5777467437757,54,F
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,99.71226211217012,26,F
I'm sleeping well and feeling energized. I don't know what to do.,Low,15.65200256559737,29,M
I can't sleep at all and feel like I'm falling apart.,Critical,81.51654137082342,43,F
Everything is falling apart and I can't handle it anymore. Need advice.,Critical,87.86404475870746,30,Other
I can't sleep at all and feel like I'm falling apart.,Critical,75.46328083985833,61,Other
I'm constantly worried and can't focus on anything. Seeking help.,High,56.09270529760857,63,M
I feel worried about several things. Need advice.,Moderate,42.22283046422493,42,F
Everything feels hopeless and I'm struggling daily. Need advice.,High,53.19529610900957,30,Other
I'm tired from work pressure. Need advice.,Moderate,47.178646986494556,66,F
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,90.10761049553697,43,F
I feel calm and peaceful. Seeking help.,Low,0.500146517988993,47,F
Sometimes I feel stressed but it's manageable. I don't know what to do.,Moderate,36.40032226174783,64,M
I feel good and relaxed today. Need advice.,Low,19.930180998170467,32,Other
Everything is going well at work. Need advice.,Low,13.058781725629023,67,F
The stress is unbearable and I need immediate help. Need advice.,Critical,92.95170403002152,54,Other
I feel a bit overwhelmed with responsibilities. How can I improve this?,Moderate,37.65806028074492,25,M
Sometimes I feel stressed but it's manageable. I don't know what to do.,Moderate,46.59879186424887,22,F
I feel exhausted and depressed all the time.,High,66.73170729377088,60,F
I'm sleeping well and feeling energized. Seeking help.,Low,27.35183545024898,56,M
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,32.61345260826525,66,F
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,75.01869270926328,44,M
Work has been a bit overwhelming lately. Seeking help.,Moderate,31.63359529732708,23,F
I'm tired from work pressure. How can I improve this?,Moderate,39.73656423882474,52,F
Everything feels hopeless and I'm struggling daily. I don't know what to do.,High,61.412721383538326,42,M
Work has been a bit overwhelming lately. Need advice.,Moderate,45.559699431418736,26,Other
I feel somewhat anxious about upcoming deadlines. Need advice.,Moderate,48.53170766436762,51,Other
Everything feels hopeless and I'm struggling daily. Need advice.,High,50.70571899126766,23,Other
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,44.297968761545775,56,M
Life has been pretty manageable lately.,Low,28.934646750715626,47,M
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,90.36248650637981,29,M
I can't cope with the pressure anymore. Need advice.,High,56.20718699077115,39,Other
I'm having panic attacks and anxiety episodes. How can I improve this?,High,71.14105229061053,48,F
I have severe anxiety and depression that won't go away. Need advice.,Critical,77.59091816201989,19,Other
I feel completely helpless and don't know what to do. Seeking help.,Critical,85.19844545919602,20,F
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,75.78782607705529,20,F
I feel somewhat anxious about upcoming deadlines. Seeking help.,Moderate,42.474874521751914,18,M
I feel completely helpless and don't know what to do. How can I improve this?,Critical,85.1615679488018,53,M
The stress is overwhelming and affecting my health. How can I improve this?,High,52.185420196777095,20,Other
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,95.12798021886663,26,M
I feel completely helpless and don't know what to do. I don't know what to do.,Critical,89.18608020058073,41,Other
I'm having panic attacks and anxiety episodes. Need advice.,High,59.99145005214384,45,Other
I feel very anxious and unable to sleep because of work pressure.,High,50.35036293815143,44,Other
Life has been pretty manageable lately. Seeking help.,Low,24.67972405441282,69,M
The stress is unbearable and I need immediate help. How can I improve this?,Critical,87.47419860551983,67,M
My mind keeps racing and I feel trapped.,High,55.25479921797116,20,M
I can't cope with the pressure anymore. How can I improve this?,High,71.80986408387037,65,M
I'm enjoying my daily routine. Seeking help.,Low,15.55096390005962,51,F
I feel somewhat anxious about upcoming deadlines. Need advice.,Moderate,46.07386903754605,37,Other
I'm sleeping well and feeling energized. I don't know what to do.,Low,25.993531897471247,37,F
Sometimes I feel stressed but it's manageable.,Moderate,47.06569597134404,63,F
I feel a bit overwhelmed with responsibilities. I don't know what to do.,Moderate,38.95005779399016,40,F
The stress is overwhelming and affecting my health. How can I improve this?,High,72.57170058580375,66,Other
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,45.26300115491122,66,F
I have severe anxiety and depression that won't go away. Need advice.,Critical,76.11272598190428,43,F
Sometimes I feel stressed but it's manageable.,Moderate,32.11593040545598,50,M
Work is balanced and I have time for hobbies.,Low,15.4055360022531,31,M
I'm having trouble sleeping occasionally. Seeking help.,Moderate,45.93723140552382,35,Other
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,46.63883083376104,26,M
Everything is falling apart and I can't handle it anymore. Need advice.,Critical,89.31931274342773,23,Other
I'm constantly worried and can't focus on anything. How can I improve this?,High,58.35113871049899,27,F
I feel completely helpless and don't know what to do. I don't know what to do.,Critical,82.62749217048817,47,Other
Work is balanced and I have time for hobbies. I don't know what to do.,Low,9.694356518382518,33,F
I feel somewhat anxious about upcoming deadlines. Need advice.,Moderate,43.44723715864389,53,M
I'm sleeping well and feeling energized. How can I improve this?,Low,13.732938381124026,42,F
Life has been pretty manageable lately. Need advice.,Low,0.6344947004824886,37,F
I feel a bit overwhelmed with responsibilities. Seeking help.,Moderate,41.27474202890799,51,Other
Everything is going well at work. I don't know what to do.,Low,24.549015283181454,24,F
I feel completely helpless and don't know what to do. I don't know what to do.,Critical,97.64779178086619,49,M
I feel exhausted and depressed all the time. Seeking help.,High,52.04846097595365,44,M
I feel worried about several things. I don't know what to do.,Moderate,40.896493513468634,54,F
I'm having trouble sleeping occasionally. How can I improve this?,Moderate,49.78250638217467,59,F
Life has been pretty manageable lately. Need advice.,Low,3.302212805431716,28,Other
The stress is unbearable and I need immediate help. Need advice.,Critical,93.18841068075356,29,Other
Sometimes I feel stressed but it's manageable. Seeking help.,Moderate,34.01425685827584,67,Other
Everything is going well at work. How can I improve this?,Low,18.61670541070376,21,F
I feel completely helpless and don't know what to do. Need advice.,Critical,95.04564749688788,45,F
Life has been pretty manageable lately. I don't know what to do.,Low,3.540180798581246,67,F
I'm having trouble sleeping occasionally. Need advice.,Moderate,49.87156345638437,61,Other
I'm sleeping well and feeling energized. Need advice.,Low,15.160610047134783,56,M
The stress is overwhelming and affecting my health. Seeking help.,High,74.89047649056766,69,F
I can't cope with the pressure anymore.,High,56.366594147249046,68,Other
Everything is going well at work. Need advice.,Low,9.07869548786265,66,M
I have severe anxiety and depression that won't go away. Need advice.,Critical,97.13898608964078,29,M
I feel a bit overwhelmed with responsibilities.,Moderate,41.869928316437026,49,Other
I'm sleeping well and feeling energized.,Low,0.6594544442886874,49,F
I'm tired from work pressure. Seeking help.,Moderate,35.136600754503704,41,F
I feel completely helpless and don't know what to do.,Critical,90.96681590301013,35,M
The stress is unbearable and I need immediate help. Seeking help.,Critical,75.03170192288725,51,Other
The stress is overwhelming and affecting my health. I don't know what to do.,High,69.18197943789076,45,Other
Work has been a bit overwhelming lately. I don't know what to do.,Moderate,45.778902478698534,62,M
I'm having trouble sleeping occasionally.,Moderate,48.63318499518038,66,F
Work is balanced and I have time for hobbies. I don't know what to do.,Low,16.97226078212704,54,F
I feel worried about several things. How can I improve this?,Moderate,46.18739088873892,31,M
I feel calm and peaceful. How can I improve this?,Low,2.1121608720754246,65,M
I feel exhausted and depressed all the time. How can I improve this?,High,50.09899857530357,48,Other
I feel worried about several things. How can I improve this?,Moderate,33.1831816798766,28,Other
I feel a bit overwhelmed with responsibilities. I don't know what to do.,Moderate,48.395851435588725,59,Other
My mind keeps racing and I feel trapped.,High,60.37889190143276,65,M
The stress is unbearable and I need immediate help.,Critical,77.28565672154274,36,Other
I'm enjoying my daily routine. How can I improve this?,Low,0.542432766170563,68,Other
I can't cope with the pressure anymore.,High,66.82778370311321,65,F
I'm tired from work pressure.,Moderate,33.132256297853,35,Other
The stress is unbearable and I need immediate help. Need advice.,Critical,99.53553562305063,57,M
