text,stress_level,stress_score,age,gender,text_length,word_count,stress_level_encoded
my mind keeps racing and i feel trapped.,High,67.55365240454574,46,F,40,8,2
sometimes i feel stressed but it's manageable. i don't know what to do.,Moderate,47.41053932538769,46,Other,71,13,1
i feel good and relaxed today. seeking help.,Low,14.871112506956733,46,Other,44,8,0
everything is going well at work. seeking help.,Low,15.368542717304551,22,F,47,8,0
i have severe anxiety and depression that won't go away. seeking help.,Critical,87.69512659896948,18,M,70,12,3
the stress is overwhelming and affecting my health. seeking help.,High,51.72614765786499,20,Other,65,10,2
i feel completely helpless and don't know what to do. how can i improve this?,Critical,92.21579073269687,33,M,77,15,3
i feel very anxious and unable to sleep because of work pressure.,High,63.391414983689465,46,M,65,12,2
i can't sleep at all and feel like i'm falling apart. need advice.,Critical,87.1273664994885,58,Other,66,13,3
i'm having trouble sleeping occasionally.,Moderate,46.41197515353173,62,Other,41,5,1
sometimes i feel stressed but it's manageable.,Moderate,38.19478472885878,57,F,46,7,1
i have severe anxiety and depression that won't go away. how can i improve this?,Critical,76.67434030063178,64,M,80,15,3
everything feels hopeless and i'm struggling daily.,High,51.66411819785557,66,M,51,7,2
sometimes i feel stressed but it's manageable. how can i improve this?,Moderate,46.07629090386894,46,Other,70,12,1
i'm enjoying my daily routine. need advice.,Low,6.603339777142594,21,Other,43,7,0
i'm having trouble sleeping occasionally. need advice.,Moderate,43.13458969443216,49,Other,54,7,1
work has been a bit overwhelming lately.,Moderate,43.23368576799713,26,Other,40,7,1
i'm having constant panic attacks and can't function.,Critical,77.59196451835692,53,M,53,8,3
i can't cope with the pressure anymore. i don't know what to do.,High,63.026829762709696,69,M,64,13,2
i'm enjoying my daily routine. seeking help.,Low,18.61421355155912,24,M,44,7,0
i'm tired from work pressure.,Moderate,44.99955596904142,33,Other,29,5,1
i can't cope with the pressure anymore. how can i improve this?,High,66.35331842569684,59,M,63,12,2
i'm having panic attacks and anxiety episodes. i don't know what to do.,High,53.91191790009002,30,Other,71,13,2
i'm having trouble sleeping occasionally. seeking help.,Moderate,33.70745558165023,19,F,55,7,1
i have severe anxiety and depression that won't go away.,Critical,87.67649116846796,43,F,56,10,3
i'm enjoying my daily routine. i don't know what to do.,Low,24.654928397560777,49,M,55,11,0
i'm tired from work pressure. need advice.,Moderate,40.66502798558205,55,Other,42,7,1
i feel very anxious and unable to sleep because of work pressure. how can i improve this?,High,63.2181104774609,38,F,89,17,2
i'm having trouble sleeping occasionally. i don't know what to do.,Moderate,41.90606531854978,56,M,66,11,1
the stress is unbearable and i need immediate help. how can i improve this?,Critical,86.53807318971516,54,M,75,14,3
i feel somewhat anxious about upcoming deadlines. seeking help.,Moderate,39.2798026292885,38,Other,63,9,1
the stress is unbearable and i need immediate help. i don't know what to do.,Critical,75.97448301652825,65,F,76,15,3
i'm tired from work pressure. seeking help.,Moderate,47.76236377868072,24,M,43,7,1
i have severe anxiety and depression that won't go away.,Critical,93.70011840928508,55,Other,56,10,3
i feel completely helpless and don't know what to do. need advice.,Critical,98.3392770864412,49,M,66,12,3
i'm having constant panic attacks and can't function. seeking help.,Critical,86.64564383057812,30,M,67,10,3
i feel completely helpless and don't know what to do. need advice.,Critical,84.01067067853715,28,F,66,12,3
sometimes i feel stressed but it's manageable. i don't know what to do.,Moderate,34.640363606176216,66,Other,71,13,1
i feel completely helpless and don't know what to do. need advice.,Critical,75.1336540213591,33,M,66,12,3
i have severe anxiety and depression that won't go away. how can i improve this?,Critical,84.76484018954456,46,Other,80,15,3
i'm constantly worried and can't focus on anything. need advice.,High,67.6849250008232,42,Other,64,10,2
i feel completely helpless and don't know what to do. how can i improve this?,Critical,98.22848800038656,22,Other,77,15,3
i'm enjoying my daily routine. i don't know what to do.,Low,13.291780869912632,21,F,55,11,0
the stress is unbearable and i need immediate help. need advice.,Critical,98.49829479924556,49,Other,64,11,3
i feel completely helpless and don't know what to do. i don't know what to do.,Critical,91.93829034709212,40,Other,78,16,3
life has been pretty manageable lately. need advice.,Low,1.6317224556693355,42,M,52,8,0
i'm sleeping well and feeling energized. how can i improve this?,Low,4.686197060598659,18,Other,64,11,0
i'm sleeping well and feeling energized.,Low,13.655159752009691,46,F,40,6,0
i feel calm and peaceful.,Low,20.56186030338017,60,Other,25,5,0
everything is falling apart and i can't handle it anymore. need advice.,Critical,92.14251357334108,45,F,71,12,3
sometimes i feel stressed but it's manageable.,Moderate,41.68999591061581,55,F,46,7,1
i have severe anxiety and depression that won't go away. how can i improve this?,Critical,93.51411808148777,57,Other,80,15,3
life has been pretty manageable lately.,Low,12.700054324595923,37,Other,39,6,0
everything is falling apart and i can't handle it anymore. seeking help.,Critical,89.91941049904224,64,Other,72,12,3
my mind keeps racing and i feel trapped.,High,72.1145823230297,52,Other,40,8,2
everything is going well at work.,Low,20.73635428159621,25,Other,33,6,0
everything is falling apart and i can't handle it anymore. how can i improve this?,Critical,78.19842311279459,56,M,82,15,3
i can't sleep at all and feel like i'm falling apart. i don't know what to do.,Critical,91.732715229047,47,M,78,17,3
i'm enjoying my daily routine. how can i improve this?,Low,23.68228265740757,51,Other,54,10,0
i'm tired from work pressure. how can i improve this?,Moderate,48.847669080045534,32,M,53,10,1
i can't cope with the pressure anymore. how can i improve this?,High,68.98231267296184,40,Other,63,12,2
sometimes i feel stressed but it's manageable. how can i improve this?,Moderate,34.65011984415662,27,Other,70,12,1
i feel worried about several things. how can i improve this?,Moderate,43.47988416291461,54,F,60,11,1
i have severe anxiety and depression that won't go away. i don't know what to do.,Critical,83.56612866306304,48,Other,81,16,3
i'm having panic attacks and anxiety episodes. seeking help.,High,70.09512226208687,55,F,60,9,2
i'm having panic attacks and anxiety episodes. how can i improve this?,High,57.79224571287604,65,F,70,12,2
i can't sleep at all and feel like i'm falling apart. i don't know what to do.,Critical,86.48960143034057,59,M,78,17,3
i feel somewhat anxious about upcoming deadlines.,Moderate,33.81451975181789,65,F,49,7,1
my mind keeps racing and i feel trapped. i don't know what to do.,High,66.60504282679464,32,Other,65,14,2
everything feels hopeless and i'm struggling daily.,High,64.06388003182619,57,F,51,7,2
everything is going well at work.,Low,14.126020686695304,29,F,33,6,0
i can't sleep at all and feel like i'm falling apart. i don't know what to do.,Critical,96.49486687029112,33,Other,78,17,3
the stress is overwhelming and affecting my health. seeking help.,High,69.0611739668717,62,M,65,10,2
everything is falling apart and i can't handle it anymore.,Critical,89.19318294827636,43,F,58,10,3
i feel exhausted and depressed all the time.,High,74.25588361037192,30,Other,44,8,2
i'm sleeping well and feeling energized. seeking help.,Low,25.641103502795925,47,Other,54,8,0
life has been pretty manageable lately. seeking help.,Low,12.196703514243127,55,Other,53,8,0
i feel very anxious and unable to sleep because of work pressure. need advice.,High,69.64107758822819,27,Other,78,14,2
the stress is unbearable and i need immediate help. seeking help.,Critical,88.9196227732047,22,F,65,11,3
i can't sleep at all and feel like i'm falling apart. seeking help.,Critical,81.31615076553217,37,Other,67,13,3
i feel exhausted and depressed all the time. i don't know what to do.,High,50.01633476903249,67,M,69,14,2
i can't cope with the pressure anymore. how can i improve this?,High,55.8013934925289,50,M,63,12,2
i feel somewhat anxious about upcoming deadlines. i don't know what to do.,Moderate,35.87898202033795,44,M,74,13,1
i feel completely helpless and don't know what to do. need advice.,Critical,80.9536663416424,30,Other,66,12,3
i feel calm and peaceful. i don't know what to do.,Low,22.817269273658468,35,Other,50,11,0
everything feels hopeless and i'm struggling daily. i don't know what to do.,High,73.37930216816233,46,F,76,13,2
i'm having constant panic attacks and can't function. seeking help.,Critical,91.85999129534954,65,Other,67,10,3
the stress is overwhelming and affecting my health.,High,65.37822851352999,69,F,51,8,2
i'm having constant panic attacks and can't function. how can i improve this?,Critical,76.25607524557455,47,M,77,13,3
i can't sleep at all and feel like i'm falling apart.,Critical,95.97950987450749,61,Other,53,11,3
i can't sleep at all and feel like i'm falling apart. how can i improve this?,Critical,83.40017647475273,50,M,77,16,3
i feel good and relaxed today. need advice.,Low,5.674173000689539,29,M,43,8,0
i'm constantly worried and can't focus on anything. need advice.,High,59.80233942261432,56,Other,64,10,2
i feel very anxious and unable to sleep because of work pressure. seeking help.,High,55.92333312266621,38,M,79,14,2
everything is falling apart and i can't handle it anymore. seeking help.,Critical,84.14714523892201,62,Other,72,12,3
i feel very anxious and unable to sleep because of work pressure. need advice.,High,57.07002826676249,28,M,78,14,2
work has been a bit overwhelming lately. need advice.,Moderate,43.357358134016266,56,Other,53,9,1
the stress is overwhelming and affecting my health. how can i improve this?,High,54.80774740084069,19,F,75,13,2
i feel completely helpless and don't know what to do. i don't know what to do.,Critical,87.6582577338567,66,Other,78,16,3
sometimes i feel stressed but it's manageable.,Moderate,30.20568991871384,58,Other,46,7,1
i'm having trouble sleeping occasionally. need advice.,Moderate,36.237588715274505,63,Other,54,7,1
i have severe anxiety and depression that won't go away.,Critical,83.58466755444111,29,F,56,10,3
the stress is unbearable and i need immediate help. how can i improve this?,Critical,79.12211941412846,48,Other,75,14,3
i can't sleep at all and feel like i'm falling apart. need advice.,Critical,97.8308170105364,41,F,66,13,3
i feel good and relaxed today. i don't know what to do.,Low,22.53531410862128,36,Other,55,12,0
i'm having trouble sleeping occasionally.,Moderate,45.14096229397251,32,Other,41,5,1
life has been pretty manageable lately. i don't know what to do.,Low,7.483746128796969,40,Other,64,12,0
i feel worried about several things.,Moderate,48.18350528107172,42,F,36,6,1
everything is going well at work. how can i improve this?,Low,18.11390975787288,66,F,57,11,0
life has been pretty manageable lately. seeking help.,Low,15.94364742567916,32,F,53,8,0
i feel worried about several things.,Moderate,44.67766261605082,38,M,36,6,1
i'm tired from work pressure. how can i improve this?,Moderate,48.04826066572207,64,Other,53,10,1
i'm constantly worried and can't focus on anything. need advice.,High,52.64633089694773,39,Other,64,10,2
my mind keeps racing and i feel trapped.,High,59.98796961467337,69,M,40,8,2
i'm enjoying my daily routine. seeking help.,Low,24.029421012100947,62,M,44,7,0
i'm having trouble sleeping occasionally. seeking help.,Moderate,49.61136454121447,22,M,55,7,1
i have severe anxiety and depression that won't go away. how can i improve this?,Critical,93.47166692832582,68,F,80,15,3
the stress is unbearable and i need immediate help. i don't know what to do.,Critical,77.58162522187621,30,Other,76,15,3
my mind keeps racing and i feel trapped. how can i improve this?,High,73.4578932162829,47,M,64,13,2
everything is going well at work. i don't know what to do.,Low,12.937016093746736,48,M,58,12,0
everything feels hopeless and i'm struggling daily. seeking help.,High,55.45649681734324,64,M,65,9,2
i feel a bit overwhelmed with responsibilities. i don't know what to do.,Moderate,43.775250816227306,38,Other,72,13,1
everything is falling apart and i can't handle it anymore.,Critical,97.39710452981647,34,F,58,10,3
i feel good and relaxed today. seeking help.,Low,25.03772857785816,23,Other,44,8,0
work is balanced and i have time for hobbies. seeking help.,Low,4.187966020794002,44,M,59,11,0
sometimes i feel stressed but it's manageable. how can i improve this?,Moderate,34.08493517824335,23,M,70,12,1
i can't sleep at all and feel like i'm falling apart. i don't know what to do.,Critical,85.51903004414814,43,Other,78,17,3
i feel worried about several things. need advice.,Moderate,34.9954432489304,67,F,49,8,1
i feel somewhat anxious about upcoming deadlines. seeking help.,Moderate,44.29506552887892,24,Other,63,9,1
everything feels hopeless and i'm struggling daily. how can i improve this?,High,73.46205395535387,52,M,75,12,2
i feel exhausted and depressed all the time. i don't know what to do.,High,63.76658448602129,65,M,69,14,2
i feel a bit overwhelmed with responsibilities.,Moderate,35.10672747526488,52,M,47,7,1
my mind keeps racing and i feel trapped. how can i improve this?,High,66.45399560743934,57,Other,64,13,2
i'm sleeping well and feeling energized. i don't know what to do.,Low,4.688511286493286,45,M,65,12,0
the stress is overwhelming and affecting my health. need advice.,High,55.7845159094212,48,M,64,10,2
work has been a bit overwhelming lately. how can i improve this?,Moderate,47.7236354425869,68,Other,64,12,1
i feel very anxious and unable to sleep because of work pressure. i don't know what to do.,High,57.14248985111912,55,F,90,18,2
life has been pretty manageable lately. how can i improve this?,Low,12.853737115463865,51,Other,63,11,0
i'm having constant panic attacks and can't function. i don't know what to do.,Critical,75.201477583553,63,M,78,14,3
i have severe anxiety and depression that won't go away. i don't know what to do.,Critical,96.10530813215358,49,M,81,16,3
i feel worried about several things. need advice.,Moderate,34.30408959466386,20,F,49,8,1
i feel good and relaxed today. how can i improve this?,Low,20.900853343102455,34,M,54,11,0
i'm sleeping well and feeling energized. need advice.,Low,24.6128046077706,39,M,53,8,0
i feel a bit overwhelmed with responsibilities. need advice.,Moderate,35.31856901264238,59,Other,60,9,1
the stress is unbearable and i need immediate help.,Critical,91.48764954128318,35,M,51,9,3
i feel somewhat anxious about upcoming deadlines. need advice.,Moderate,33.62366558100165,64,M,62,9,1
i feel a bit overwhelmed with responsibilities. how can i improve this?,Moderate,38.34386837129153,51,M,71,12,1
everything feels hopeless and i'm struggling daily. i don't know what to do.,High,68.93207445688752,63,F,76,13,2
i feel a bit overwhelmed with responsibilities. need advice.,Moderate,30.33184961265196,69,F,60,9,1
i'm enjoying my daily routine. seeking help.,Low,0.7112326093355514,39,M,44,7,0
i feel somewhat anxious about upcoming deadlines. i don't know what to do.,Moderate,34.62950427530596,29,M,74,13,1
i'm tired from work pressure.,Moderate,34.273962831406564,68,F,29,5,1
i feel completely helpless and don't know what to do.,Critical,89.58130980781392,61,Other,53,10,3
work has been a bit overwhelming lately. seeking help.,Moderate,41.767044419663065,21,Other,54,9,1
everything is going well at work. need advice.,Low,8.257175431110248,32,Other,46,8,0
everything is falling apart and i can't handle it anymore. how can i improve this?,Critical,79.86119111079222,29,M,82,15,3
i can't sleep at all and feel like i'm falling apart.,Critical,80.54454945480796,53,M,53,11,3
everything is going well at work. how can i improve this?,Low,2.8608276381901065,46,Other,57,11,0
everything is falling apart and i can't handle it anymore. i don't know what to do.,Critical,81.99364919422678,24,M,83,16,3
i'm having constant panic attacks and can't function. need advice.,Critical,86.052675866993,32,Other,66,10,3
the stress is overwhelming and affecting my health. seeking help.,High,55.40626320466322,54,Other,65,10,2
i'm having constant panic attacks and can't function. how can i improve this?,Critical,78.73123674353685,19,F,77,13,3
everything is going well at work. how can i improve this?,Low,1.700412964975062,47,M,57,11,0
work has been a bit overwhelming lately. seeking help.,Moderate,33.86870685912965,53,F,54,9,1
i feel a bit overwhelmed with responsibilities. need advice.,Moderate,35.94574408562653,36,F,60,9,1
work is balanced and i have time for hobbies. how can i improve this?,Low,23.715615308150205,26,F,69,14,0
i feel worried about several things. need advice.,Moderate,43.12771718769535,54,F,49,8,1
i can't cope with the pressure anymore. seeking help.,High,74.74391033523337,59,M,53,9,2
work is balanced and i have time for hobbies. i don't know what to do.,Low,3.518404434013352,47,Other,70,15,0
i feel very anxious and unable to sleep because of work pressure. need advice.,High,62.67706060150667,48,M,78,14,2
i feel completely helpless and don't know what to do. i don't know what to do.,Critical,85.27976189673728,19,M,78,16,3
my mind keeps racing and i feel trapped. seeking help.,High,55.03820945015782,48,Other,54,10,2
i'm having trouble sleeping occasionally. how can i improve this?,Moderate,41.12381385260024,24,F,65,10,1
i feel exhausted and depressed all the time.,High,51.00347147713416,28,M,44,8,2
i can't cope with the pressure anymore. i don't know what to do.,High,69.13408409645102,59,Other,64,13,2
everything is going well at work. seeking help.,Low,20.21516694810014,20,Other,47,8,0
i feel very anxious and unable to sleep because of work pressure.,High,73.59820708691144,33,F,65,12,2
i'm having panic attacks and anxiety episodes. how can i improve this?,High,59.45251924468627,42,M,70,12,2
work has been a bit overwhelming lately. seeking help.,Moderate,34.66665645298653,58,F,54,9,1
life has been pretty manageable lately. seeking help.,Low,19.51275746471593,39,M,53,8,0
i feel completely helpless and don't know what to do. i don't know what to do.,Critical,77.83602042759792,49,F,78,16,3
i feel exhausted and depressed all the time. how can i improve this?,High,58.299287618396136,43,M,68,13,2
i feel very anxious and unable to sleep because of work pressure. how can i improve this?,High,56.4647897783696,56,F,89,17,2
i feel worried about several things. need advice.,Moderate,44.485090549982665,19,Other,49,8,1
i have severe anxiety and depression that won't go away. how can i improve this?,Critical,76.26041934005524,54,M,80,15,3
life has been pretty manageable lately. seeking help.,Low,2.081822577125502,35,F,53,8,0
i have severe anxiety and depression that won't go away. how can i improve this?,Critical,85.1647634339868,62,F,80,15,3
my mind keeps racing and i feel trapped.,High,74.86038168897184,49,M,40,8,2
the stress is unbearable and i need immediate help. need advice.,Critical,98.64811610080216,40,M,64,11,3
i'm having trouble sleeping occasionally. seeking help.,Moderate,48.48574141589322,57,Other,55,7,1
everything feels hopeless and i'm struggling daily. how can i improve this?,High,51.06174773141333,33,M,75,12,2
i'm having panic attacks and anxiety episodes. how can i improve this?,High,53.18423683619703,34,M,70,12,2
i feel worried about several things. seeking help.,Moderate,42.99576093528599,44,Other,50,8,1
the stress is overwhelming and affecting my health. need advice.,High,57.46957177635629,50,M,64,10,2
i feel very anxious and unable to sleep because of work pressure. seeking help.,High,63.85891703040923,37,Other,79,14,2
i'm having constant panic attacks and can't function.,Critical,77.12640963723103,48,F,53,8,3
i can't cope with the pressure anymore.,High,59.71815869691367,25,Other,39,7,2
i feel worried about several things. need advice.,Moderate,31.932896685755047,56,Other,49,8,1
i feel completely helpless and don't know what to do. i don't know what to do.,Critical,88.29679416262542,33,Other,78,16,3
i feel completely helpless and don't know what to do. i don't know what to do.,Critical,95.31184552610428,64,M,78,16,3
sometimes i feel stressed but it's manageable. seeking help.,Moderate,47.19112793835873,65,Other,60,9,1
i feel worried about several things. need advice.,Moderate,32.56651724377529,61,M,49,8,1
i feel a bit overwhelmed with responsibilities. need advice.,Moderate,47.45718843131329,55,Other,60,9,1
i can't cope with the pressure anymore.,High,66.84254333855391,39,Other,39,7,2
i'm having panic attacks and anxiety episodes. how can i improve this?,High,55.81353329052138,25,F,70,12,2
the stress is overwhelming and affecting my health. need advice.,High,61.96227675267973,30,M,64,10,2
i'm enjoying my daily routine. need advice.,Low,24.97251550230758,29,Other,43,7,0
i'm having panic attacks and anxiety episodes. i don't know what to do.,High,51.20230776030088,44,Other,71,13,2
i'm enjoying my daily routine. how can i improve this?,Low,8.153595482403874,55,M,54,10,0
i feel very anxious and unable to sleep because of work pressure. need advice.,High,74.4257919136294,69,F,78,14,2
i feel completely helpless and don't know what to do. how can i improve this?,Critical,97.69338582943782,42,F,77,15,3
the stress is unbearable and i need immediate help. seeking help.,Critical,83.96553954883979,54,F,65,11,3
my mind keeps racing and i feel trapped.,High,51.422034944441165,69,F,40,8,2
my mind keeps racing and i feel trapped. i don't know what to do.,High,68.90634478556086,28,F,65,14,2
i can't cope with the pressure anymore. how can i improve this?,High,53.01118349991414,60,Other,63,12,2
i feel somewhat anxious about upcoming deadlines. need advice.,Moderate,31.24073527257563,50,F,62,9,1
i'm sleeping well and feeling energized. need advice.,Low,14.979088380429758,33,F,53,8,0
sometimes i feel stressed but it's manageable.,Moderate,47.45310144352111,68,F,46,7,1
i feel a bit overwhelmed with responsibilities. how can i improve this?,Moderate,42.3285635474374,55,Other,71,12,1
i feel a bit overwhelmed with responsibilities. i don't know what to do.,Moderate,42.97530772318772,66,M,72,13,1
i feel good and relaxed today. seeking help.,Low,18.05420201836342,67,F,44,8,0
i can't sleep at all and feel like i'm falling apart. seeking help.,Critical,78.17060056376047,51,M,67,13,3
i'm having panic attacks and anxiety episodes.,High,51.46413263211335,24,F,46,7,2
sometimes i feel stressed but it's manageable. seeking help.,Moderate,41.53963224835364,41,Other,60,9,1
i feel worried about several things. need advice.,Moderate,31.58560569262384,49,F,49,8,1
i feel calm and peaceful. need advice.,Low,8.889774056994002,64,Other,38,7,0
i feel worried about several things. i don't know what to do.,Moderate,42.28800014862648,65,Other,61,12,1
i'm having panic attacks and anxiety episodes. need advice.,High,52.004668920302834,19,F,59,9,2
work has been a bit overwhelming lately. seeking help.,Moderate,35.54138499426799,18,Other,54,9,1
i have severe anxiety and depression that won't go away. how can i improve this?,Critical,79.42883808056564,25,F,80,15,3
work has been a bit overwhelming lately. seeking help.,Moderate,41.61290451819268,47,M,54,9,1
i have severe anxiety and depression that won't go away. need advice.,Critical,95.24187590664724,56,M,69,12,3
the stress is unbearable and i need immediate help.,Critical,95.35966948171904,60,F,51,9,3
work has been a bit overwhelming lately. seeking help.,Moderate,42.87913158895227,61,F,54,9,1
work is balanced and i have time for hobbies. how can i improve this?,Low,27.07209828332024,55,M,69,14,0
the stress is unbearable and i need immediate help. i don't know what to do.,Critical,76.20906777621953,28,Other,76,15,3
i feel very anxious and unable to sleep because of work pressure. i don't know what to do.,High,62.588674537797154,61,Other,90,18,2
i feel very anxious and unable to sleep because of work pressure. seeking help.,High,61.13466314944681,33,Other,79,14,2
i feel exhausted and depressed all the time. need advice.,High,60.378123488368026,66,M,57,10,2
i'm sleeping well and feeling energized. seeking help.,Low,1.7876129205943114,59,M,54,8,0
i'm constantly worried and can't focus on anything. i don't know what to do.,High,63.57495331513174,32,Other,76,14,2
i feel a bit overwhelmed with responsibilities. i don't know what to do.,Moderate,32.859217552015046,45,M,72,13,1
i'm tired from work pressure. seeking help.,Moderate,37.7020520564606,46,Other,43,7,1
i have severe anxiety and depression that won't go away. how can i improve this?,Critical,78.6331673105126,68,M,80,15,3
work is balanced and i have time for hobbies. need advice.,Low,15.613482124958578,65,M,58,11,0
i can't cope with the pressure anymore. i don't know what to do.,High,52.83851605815717,58,F,64,13,2
i can't cope with the pressure anymore. i don't know what to do.,High,61.279829786268095,60,F,64,13,2
i feel somewhat anxious about upcoming deadlines. how can i improve this?,Moderate,31.54375060452936,42,M,73,12,1
everything is falling apart and i can't handle it anymore.,Critical,87.96404221664335,53,M,58,10,3
i'm sleeping well and feeling energized. need advice.,Low,20.529427467760343,42,F,53,8,0
i feel completely helpless and don't know what to do. i don't know what to do.,Critical,88.86829508205886,45,Other,78,16,3
i feel a bit overwhelmed with responsibilities. how can i improve this?,Moderate,38.27357357970521,45,M,71,12,1
i feel good and relaxed today. need advice.,Low,2.952725673041062,43,F,43,8,0
my mind keeps racing and i feel trapped. seeking help.,High,52.868839985345886,30,M,54,10,2
i'm sleeping well and feeling energized. i don't know what to do.,Low,18.525873451869348,19,F,65,12,0
i'm constantly worried and can't focus on anything. how can i improve this?,High,58.29966178581757,64,M,75,13,2
i feel somewhat anxious about upcoming deadlines. need advice.,Moderate,42.94915881491092,52,Other,62,9,1
i'm sleeping well and feeling energized. seeking help.,Low,28.84847421138497,61,M,54,8,0
the stress is overwhelming and affecting my health. need advice.,High,74.45551671316396,35,Other,64,10,2
i feel worried about several things. need advice.,Moderate,41.5671952623308,45,Other,49,8,1
i'm sleeping well and feeling energized. i don't know what to do.,Low,1.788519760339771,52,F,65,12,0
my mind keeps racing and i feel trapped. seeking help.,High,63.71471037636721,40,F,54,10,2
i feel calm and peaceful. how can i improve this?,Low,20.263681360092768,62,F,49,10,0
work is balanced and i have time for hobbies. seeking help.,Low,28.478193187368507,43,M,59,11,0
i can't sleep at all and feel like i'm falling apart. need advice.,Critical,83.85942957465338,40,Other,66,13,3
my mind keeps racing and i feel trapped. need advice.,High,58.94528123338983,35,Other,53,10,2
life has been pretty manageable lately. need advice.,Low,14.152195125553172,62,F,52,8,0
work is balanced and i have time for hobbies. i don't know what to do.,Low,0.755972844632089,24,F,70,15,0
i'm enjoying my daily routine.,Low,7.834872975325807,62,M,30,5,0
i have severe anxiety and depression that won't go away. seeking help.,Critical,87.82937705705089,30,M,70,12,3
life has been pretty manageable lately. how can i improve this?,Low,27.358787525988998,34,M,63,11,0
everything is going well at work. need advice.,Low,0.1939307336913165,55,F,46,8,0
i'm sleeping well and feeling energized. need advice.,Low,3.1402791160660004,52,M,53,8,0
everything is going well at work. how can i improve this?,Low,21.43242304411493,41,M,57,11,0
i feel somewhat anxious about upcoming deadlines. seeking help.,Moderate,33.92588604622134,66,F,63,9,1
i feel very anxious and unable to sleep because of work pressure. seeking help.,High,57.9019420960816,36,Other,79,14,2
i'm tired from work pressure.,Moderate,48.26082933779712,59,Other,29,5,1
i feel calm and peaceful. i don't know what to do.,Low,23.72073305700504,51,M,50,11,0
i'm having panic attacks and anxiety episodes.,High,64.74133737878869,65,Other,46,7,2
everything is going well at work.,Low,23.180129643845,69,F,33,6,0
i feel worried about several things. how can i improve this?,Moderate,37.20750984726341,57,M,60,11,1
work has been a bit overwhelming lately. need advice.,Moderate,48.65505878120626,69,M,53,9,1
i feel worried about several things. i don't know what to do.,Moderate,46.15435639962959,46,M,61,12,1
life has been pretty manageable lately.,Low,21.604723827928208,25,Other,39,6,0
i'm sleeping well and feeling energized. seeking help.,Low,1.7135149011132975,28,Other,54,8,0
i have severe anxiety and depression that won't go away. seeking help.,Critical,96.4777939411729,29,M,70,12,3
i feel good and relaxed today. i don't know what to do.,Low,22.800166348862955,40,Other,55,12,0
i'm having constant panic attacks and can't function. i don't know what to do.,Critical,98.36359701788788,68,M,78,14,3
i can't sleep at all and feel like i'm falling apart. how can i improve this?,Critical,78.79715430841576,61,Other,77,16,3
everything is going well at work. i don't know what to do.,Low,28.95628915637205,56,F,58,12,0
the stress is overwhelming and affecting my health. i don't know what to do.,High,57.80474341422824,28,F,76,14,2
sometimes i feel stressed but it's manageable. need advice.,Moderate,34.64449381802686,36,F,59,9,1
i feel good and relaxed today.,Low,11.106965570537302,61,Other,30,6,0
everything is falling apart and i can't handle it anymore. how can i improve this?,Critical,79.57033471348065,24,F,82,15,3
i feel somewhat anxious about upcoming deadlines. need advice.,Moderate,48.06496210190261,25,F,62,9,1
i feel worried about several things.,Moderate,39.712937306685546,62,M,36,6,1
i have severe anxiety and depression that won't go away.,Critical,94.11627375962183,23,F,56,10,3
i'm having constant panic attacks and can't function.,Critical,83.20400180884019,63,Other,53,8,3
the stress is overwhelming and affecting my health. how can i improve this?,High,57.65117915571929,20,Other,75,13,2
everything is falling apart and i can't handle it anymore. seeking help.,Critical,86.13523802764468,56,F,72,12,3
i feel completely helpless and don't know what to do. need advice.,Critical,98.64374255564826,24,M,66,12,3
i'm having constant panic attacks and can't function. how can i improve this?,Critical,93.54944323784964,52,Other,77,13,3
i can't cope with the pressure anymore. need advice.,High,51.34086978802077,18,Other,52,9,2
work is balanced and i have time for hobbies.,Low,11.501914231747769,28,F,45,9,0
i'm constantly worried and can't focus on anything. seeking help.,High,60.04482837773561,58,Other,65,10,2
the stress is overwhelming and affecting my health. need advice.,High,69.8265757092664,69,Other,64,10,2
i feel calm and peaceful. seeking help.,Low,14.063696415203728,48,Other,39,7,0
the stress is unbearable and i need immediate help. i don't know what to do.,Critical,77.81476166322986,31,F,76,15,3
i'm sleeping well and feeling energized. i don't know what to do.,Low,10.49388185422776,53,Other,65,12,0
i'm having trouble sleeping occasionally. seeking help.,Moderate,42.59256689877185,58,F,55,7,1
i'm having constant panic attacks and can't function. how can i improve this?,Critical,78.4813517696176,66,M,77,13,3
everything is falling apart and i can't handle it anymore.,Critical,81.39097734488404,46,F,58,10,3
work is balanced and i have time for hobbies. seeking help.,Low,26.397438801810434,42,F,59,11,0
i'm enjoying my daily routine.,Low,7.49918672606489,54,F,30,5,0
everything is falling apart and i can't handle it anymore. seeking help.,Critical,85.37864134981865,39,Other,72,12,3
i have severe anxiety and depression that won't go away.,Critical,91.21867784737546,60,M,56,10,3
i feel a bit overwhelmed with responsibilities. seeking help.,Moderate,45.0422866539395,56,F,61,9,1
i feel very anxious and unable to sleep because of work pressure. seeking help.,High,74.89336130128308,22,Other,79,14,2
i feel good and relaxed today.,Low,12.560854299830526,19,M,30,6,0
i'm having panic attacks and anxiety episodes. i don't know what to do.,High,71.09698528077323,46,F,71,13,2
i feel very anxious and unable to sleep because of work pressure.,High,68.10072971932303,50,M,65,12,2
i feel calm and peaceful. need advice.,Low,7.265239510424116,60,Other,38,7,0
i feel exhausted and depressed all the time. how can i improve this?,High,55.862486941852346,23,F,68,13,2
